id,duplicate_of_id,parent_event_id,relevance,updated,title,labels,category,description,start,end,predicted_end,timezone,duration,country,lat,lon,geo,placekey,impact_patterns,venue_id,venue_name,venue_formatted_address,scope,rank,local_rank,aviation_rank,phq_attendance,state,cancelled,postponed,deleted_reason,first_seen,place_hierarchies,private,brand_safe
GezcrfkJpLRrT3BWRb,,,,2022-10-20T12:18:42Z,Midnight North,"concert,music",concerts,,2022-12-03T05:00:00Z,2022-12-03T05:00:00Z,,America/Los_Angeles,0,US,45.523364,-122.6765629,"{""geometry"": {""coordinates"": [-122.6765629, 45.523364], ""type"": ""Point""}}",226-222@5xc-jv7-8vz,,79RRrifvEVyq7KJsKFBuLh,Star Theater Portland,"13 Northwest 6th Avenue
Portland, OR 97209
United States of America",locality,35,50,0,182,active,,,,2022-09-21T22:23:58Z,6295630>6255149>6252001>5744337>5742126>5746545,False,True
EgpRwavhbqDZ57y7x5,,,,2022-11-01T11:27:52Z,A Drunk Christmas Carol (Vol. 2),"concert,music,performing-arts",performing-arts,"What happens when a group of classically trained actors performs A Christmas Carol, only two of them slowly become inebriated? This show!",2022-12-18T03:30:00Z,2022-12-18T06:00:00Z,,America/Los_Angeles,9000,US,45.4858246,-122.805996,"{""geometry"": {""coordinates"": [-122.805996, 45.4858246], ""type"": ""Point""}}",228@5xc-kgx-pjv,,,,,locality,35,54,,168,active,,,,2022-09-22T09:15:57Z,"6295630>6255149>6252001>5744337>5759333>5713376,6295630>6255149>6252001>5744337>5742126>5746545",False,True
7ijMRCXJTrhNnU78wK,,,,2022-10-31T02:39:46Z,Chance Hayden and Vintage Soul,"concert,music",concerts,,2023-02-11T04:00:00Z,2023-02-11T04:00:00Z,,America/Los_Angeles,0,US,45.540796,-122.675442,"{""geometry"": {""coordinates"": [-122.675442, 45.540796], ""type"": ""Point""}}",@5xc-jtz-575,,39cGbHZqTCcgx73cVbFqVCD,McMenamins White Eagle Saloon & Hotel,"Portland, OR 97227
United States of America",locality,36,54,0,200,active,,,,2022-09-26T15:10:18Z,"6295630>6255149>6252001>5744337>5742126>5733129,6295630>6255149>6252001>5744337>5742126>5746545",False,True
HgPXepZ7Nu9PUyKoEE,,,,2022-10-27T22:22:21Z,Tezeta Band,"concert,music",concerts,,2022-12-11T05:00:00Z,2022-12-11T05:00:00Z,,America/Los_Angeles,0,US,45.5194518,-122.6762911,"{""geometry"": {""coordinates"": [-122.6762911, 45.5194518], ""type"": ""Point""}}",zzw-224@5xc-jv7-ct9,,QafirYL7hhHQKkmLgFBLzH,The Jack London Revue,"529 Southwest 4th Avenue
Portland, OR 97204
United States of America",locality,43,58,0,422,active,,,,2022-10-02T07:38:38Z,6295630>6255149>6252001>5744337>5742126>5746545,False,True
A3UDqt4UTWKdWnHEb9,,,,2022-10-31T02:57:12Z,"Ravagers, Long Knife, and The Fiends","concert,music",concerts,,2022-12-14T05:00:00Z,2022-12-14T05:00:00Z,,America/Los_Angeles,0,US,45.5229642,-122.6737152,"{""geometry"": {""coordinates"": [-122.6737152, 45.5229642], ""type"": ""Point""}}",226-222@5xc-jv7-dvz,,qAKzzRGN9Xd3FbUpAaPEeV,Dante's,"350 West Burnside Street
Portland, OR 97209
United States of America",locality,38,54,0,254,active,,,,2022-10-04T22:26:41Z,6295630>6255149>6252001>5744337>5742126>5746545,False,True
3WQGRykW8GDcsjJAy4,,,,2022-11-14T00:30:12Z,The Lone Bellow,"concert,music",concerts,,2023-02-10T04:00:00Z,2023-02-10T04:00:00Z,,America/Los_Angeles,0,US,45.518988,-122.6520524,"{""geometry"": {""coordinates"": [-122.6520524, 45.518988], ""type"": ""Point""}}",@5xc-jxm-hkf,,336daHL9aTzJADYiimww2zB,Revolution Hall,"110 1300 Southeast Stark Street
Portland, OR 97214
United States of America",locality,42,60,0,380,active,,,,2022-10-04T22:26:47Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
42dWHsfdWprr8B8wUF,,,,2022-11-14T22:26:12Z,Henhouse Prowlers and Fog Holler,"concert,music",concerts,,2023-02-23T04:00:00Z,2023-02-23T04:00:00Z,,America/Los_Angeles,0,US,45.5620804,-122.6737594,"{""geometry"": {""coordinates"": [-122.6737594, 45.5620804], ""type"": ""Point""}}",22d-222@5xc-jv5-nnq,,33fzZrGNYbaPDW9DrvfAFtr,Polaris Hall,"635 N Killingsworth Ct
Portland, OR 97217
United States of America",locality,35,54,,177,active,,,,2022-10-05T22:21:58Z,"6295630>6255149>6252001>5744337>5742126>5745705,6295630>6255149>6252001>5744337>5742126>5746545",False,True
6dtWQ5vmFDLcxrAAUp,,,,2022-11-15T00:41:04Z,Wingtip,"concert,music",concerts,,2022-12-16T04:00:00Z,2022-12-16T04:00:00Z,,America/Los_Angeles,0,US,45.5173546,-122.6554333,"{""geometry"": {""coordinates"": [-122.6554333, 45.5173546], ""type"": ""Point""}}",226-223@5xc-jv7-m6k,,fzbViNzVL9ACr4aUQDMDYz,Holocene,"1001 Southeast Morrison Street
Portland, OR 97214
United States of America",locality,35,52,0,170,active,,,,2022-10-08T18:19:55Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
H5PmZv344mDPoVAC46,,,,2022-10-21T22:35:58Z,My Siamese Twin,"concert,music",concerts,,2022-12-03T03:00:00Z,2022-12-03T03:00:00Z,,America/Los_Angeles,0,US,45.5265582,-122.6489965,"{""geometry"": {""coordinates"": [-122.6489965, 45.5265582], ""type"": ""Point""}}",225-223@5xc-jv9-35z,,TqmPDunmAJP2XpD9SpLSak,McMenamins Mission Theatre,"1624 NW Glison
Portland, OR 97209
United States of America",locality,44,62,0,480,active,,,,2022-10-09T02:58:47Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
8F577AaKTq6hVfz66v,,,,2022-10-26T10:52:29Z,Jim Page,"concert,music",concerts,,2023-02-05T03:00:00Z,2023-02-05T03:00:00Z,,America/Los_Angeles,0,US,45.5589485,-122.6347275,"{""geometry"": {""coordinates"": [-122.6347275, 45.5589485], ""type"": ""Point""}}",,,,,,locality,37,56,,233,active,,,,2022-10-09T03:21:54Z,"6295630>6255149>6252001>5744337>5742126>5710746,6295630>6255149>6252001>5744337>5742126>5746545",False,True
EAQc6Zzazm3zDY9Dph,,,,2022-11-16T12:13:47Z,Patterson Hood,"concert,music",concerts,,2022-12-17T05:00:00Z,2022-12-17T05:00:00Z,,America/Los_Angeles,0,US,45.5226309,-122.6569033,"{""geometry"": {""coordinates"": [-122.6569033, 45.5226309], ""type"": ""Point""}}",228-223@5xc-jv7-hbk,,SKPCufCKqzGVsQTV6kYgwV,Doug Fir Lounge,"830 East Burnside Street
Portland, OR 97214
United States of America",locality,42,59,0,381,active,,,,2022-10-09T22:16:54Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
4tNnX66VdfnBHJf3W9,,,,2022-11-17T00:46:51Z,Patterson Hood,"concert,music",concerts,,2022-12-18T05:00:00Z,2022-12-18T05:00:00Z,,America/Los_Angeles,0,US,45.5226309,-122.6569033,"{""geometry"": {""coordinates"": [-122.6569033, 45.5226309], ""type"": ""Point""}}",228-223@5xc-jv7-hbk,,SKPCufCKqzGVsQTV6kYgwV,Doug Fir Lounge,"830 East Burnside Street
Portland, OR 97214
United States of America",locality,42,59,0,380,active,,,,2022-10-09T22:16:55Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
9rjY8xfXYkF4sCKSNd,,,,2022-11-26T05:00:44Z,Company Grand,"concert,music",performing-arts,"Company Grand is a 9-piece exhilarating funk and soul band out of Bend, OR. The group was founded in the Summer of 2014, originally performing as the house band for Bend Burlesque Company. The group is comprised of an eclectic assortment of professional musicians from all over the musical landscape. All of who combine to form the wild soundscape that is Company Grand. You can now find them performing for festivals, weddings and private events, and historic venues like the Jack London Revue. The group has released a live album, and an independent studio album, with another on the way. www.companygrandband.com",2022-12-03T05:00:00Z,2022-12-03T05:00:00Z,,America/Los_Angeles,0,US,45.5194518,-122.6762911,"{""geometry"": {""coordinates"": [-122.6762911, 45.5194518], ""type"": ""Point""}}",zzw-224@5xc-jv7-ct9,,QafirYL7hhHQKkmLgFBLzH,The Jack London Revue,"529 Southwest 4th Avenue
Portland, OR 97204
United States of America",locality,36,52,0,197,active,,,,2022-10-11T22:22:20Z,6295630>6255149>6252001>5744337>5742126>5746545,False,False
AFoTGPPwmvneyAKrie,,,,2022-10-22T22:27:01Z,"San Holo, bitbird, EASTGHOST, and Synova","concert,music",concerts,,2022-12-10T18:00:00Z,2022-12-10T18:00:00Z,,America/Los_Angeles,0,US,45.5205209,-122.663075,"{""geometry"": {""coordinates"": [-122.663075, 45.5205209], ""type"": ""Point""}}",227-222@5xc-jv7-gx5,,Tq6AbwbkgrPShyDmBTBd4k,45 East,"315 Southeast 3rd Avenue
Portland, OR 97214
United States of America",locality,41,58,,375,active,,,,2022-10-12T22:26:30Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
32jNRrTvYL8C5WBkEC,,,,2022-10-22T22:26:51Z,San Holo,"concert,music",concerts,,2022-12-09T18:00:00Z,2022-12-09T18:00:00Z,,America/Los_Angeles,0,US,45.5205209,-122.663075,"{""geometry"": {""coordinates"": [-122.663075, 45.5205209], ""type"": ""Point""}}",227-222@5xc-jv7-gx5,,Tq6AbwbkgrPShyDmBTBd4k,45 East,"315 Southeast 3rd Avenue
Portland, OR 97214
United States of America",locality,35,52,,183,active,,,,2022-10-12T22:26:31Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
6keLVoo5BUQh46YrHy,,,,2022-10-22T22:26:51Z,"Optimiztiq, Charlie Muscle, and M4W","concert,music",concerts,,2022-12-12T02:30:00Z,2022-12-12T02:30:00Z,,America/Los_Angeles,0,US,45.5138387,-122.6549406,"{""geometry"": {""coordinates"": [-122.6549406, 45.5138387], ""type"": ""Point""}}",22c-222@5xc-jty-fj9,,DBVwcfybhbQuMPPMW4BaY,Honey Latte Cafe,"Portland
United States of America",locality,43,61,,422,active,,,,2022-10-12T22:26:31Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
GieN5WdVL6KJTpP5zR,,,,2022-10-27T00:39:19Z,Mel Brown B3 Organ Group,"concert,music",concerts,"Notes on Seating: The Jack London provides two options for ticket purchasers: Reserved Seating and General Admission. Reserved Seating is purchased on a table-by-table basis in the central part of the venue and is only available for select shows. Both Tables AND General Admission seating is limited on a first come first serve basisEffective March 12, 2022 masks will no longer be required for patrons but will be strongly encouraged when not actively eating or drinking. Effective March 22, 2022 proof of vaccination or a negative COVID test will no longer be required for entry. These policy changes will be in effect until further notice. MEL BROWN -- An Oregon icon, has been labeled the Gentleman of Jazz, with a career spanning a half century. The city of Portland proclaimed June 22, 1989 Mel Brown Day in recognition of Mels achievements as a musician and educator, receiving the Governors Arts Award in 2002. Mel first made his mark as a Motown staff drummer, recording and touring with the Temptations, Smokey Robinson, and many others. He subsequently spent ten years working with Diana Ross and other pop acts before giving up the road in 1991 and returning home to his first love: jazz. Mel has been a fixture in Portland ever since, leading groups six nights a week at Jimmy Maks and other venues when he isnt backing jazz artists like Joey DeFrancesco and Benny Golson.divPortland, Oregon saxophonist David Evans has performed or recorded with Art Abrams, Bryant Allard, Bill Bachmann, Dan Balmer, Phil Baker, Dan Barrett, Ed Bennett, Mike Brothers, Mel Brown, Dave Captein, Retta Christie, Steve Christofferson, Linda Daiber, Lynn Darroch, Rob Davis, Sandy Dennison, Dan Faehnle, Dave Frishberg, Dan Gaynor, Anandi Gefroh, David Goldblatt, Jim Goodwin, Darrell Grant, Tom Grant, Dave Holo, Jeff Hudis, Chuck Israels, Carlton Jackson, Rebecca Kilgore, Nancy King, Storm Large, Joe La Barbera, B. T. Lafayette, Matt Lemmler, Casey MacGill, Bob Magnusson, Johnny Martin, Linda Michelet, Dave Mills, Joe Millward, Glen Moore, Shirley Nanette, Mia Nicholson, Andrew Oliver, Tony Pacini, Jason Palmer, Eddie Parente, Charlie Porter, Randy Porter, Travis Ranney, John Reitz, Jean Ronne, Jackie Ryan, Dan Schulte, Andre St. James, Scott Steed, Ron Steen, Todd Strait, Jay Thomas, Bobby Torres, Chris Tyle, Tom Wakeling, Jed Wilson, Mike Wofford, Lee Wuthenow, Martin Zarzar, Tall Jazz, the Portland Chamber Orchestra, Bridgetown Sextet, The Midnight Serenaders, The Djangophiles, Ocular Concern, Boy and Bean and many others.RENATO CARANTO -- described as one of Portlands most soulful jazz saxophonists by The Oregonian, Renato is one of the most versatile, accomplished, soulful saxophonists anywhere. Arriving from the Philippines in 81 with only his horn, Renato has built an enviable career in Portland. After gaining a foothold in the local scene, Renato became one of the most sought-after jazzmen in the NW and beyond. In recent years, hes toured with Grammy-winning jazz artist Esperanza Spalding and late country legend Merle Haggard. Talk about versatility! LOUIS KING LOUIE PAIN -- Portlands boss of the B-3 (The Oregonian) hails from San Francisco, where he played and recorded with a wide variety of top musicians: Tower of Power guitarist Bruce Conte, Santana saxophonist Jules Broussard, Edwin Hawkins vocalist Dorothy Morrison, and B.B. King saxophonist Bobby Forte.",2022-12-02T04:00:00Z,2022-12-02T04:00:00Z,,America/Los_Angeles,0,US,45.5194518,-122.6762911,"{""geometry"": {""coordinates"": [-122.6762911, 45.5194518], ""type"": ""Point""}}",zzw-224@5xc-jv7-ct9,,QafirYL7hhHQKkmLgFBLzH,The Jack London Revue,"529 Southwest 4th Avenue
Portland, OR 97204
United States of America",locality,37,53,0,220,active,,,,2022-10-13T00:09:53Z,6295630>6255149>6252001>5744337>5742126>5746545,False,True
DK8Re7LdWGVuhfkHNv,,,,2022-10-21T00:44:08Z,Anuhea,"concert,music",concerts,,2022-12-07T04:00:00Z,2022-12-07T04:00:00Z,,America/Los_Angeles,0,US,45.523364,-122.6765629,"{""geometry"": {""coordinates"": [-122.6765629, 45.523364], ""type"": ""Point""}}",226-222@5xc-jv7-8vz,,79RRrifvEVyq7KJsKFBuLh,Star Theater Portland,"13 Northwest 6th Avenue
Portland, OR 97209
United States of America",locality,41,55,0,340,active,,,,2022-10-13T18:11:15Z,6295630>6255149>6252001>5744337>5742126>5746545,False,True
HEXi46qrHHbPB6EtMe,,,,2022-11-27T02:11:31Z,"Sleep Signals, Quor, Set in Stone, and Yesterday's Youth Music","concert,music",concerts,,2022-12-03T04:00:00Z,2022-12-03T04:00:00Z,,America/Los_Angeles,0,US,45.5229642,-122.6737152,"{""geometry"": {""coordinates"": [-122.6737152, 45.5229642], ""type"": ""Point""}}",226-222@5xc-jv7-dvz,,qAKzzRGN9Xd3FbUpAaPEeV,Dante's,"350 West Burnside Street
Portland, OR 97209
United States of America",locality,39,54,0,281,active,,,,2022-10-14T22:23:55Z,6295630>6255149>6252001>5744337>5742126>5746545,False,True
8c83igXo2ydvM6UiGB,,,,2022-11-04T22:22:33Z,"One11Twenty, isMARCUSthere?, Lanesborough, and Max Bunster","concert,music",concerts,,2022-12-18T03:00:00Z,2022-12-18T03:00:00Z,,America/Los_Angeles,0,US,45.59027,-122.6614,"{""geometry"": {""coordinates"": [-122.6614, 45.59027], ""type"": ""Point""}}",@5xc-jwh-zzz,,WfSYHzqBttNX94xzWKu4NB,The Teahouse,"205 NE 4th ave
Portland, OR 97211
United States of America",locality,35,57,0,185,active,,,,2022-10-15T22:21:38Z,"6295630>6255149>6252001>5744337>5742126>5726193,6295630>6255149>6252001>5744337>5742126>5746545",False,True
HQuNptZ5wFQK2kKd9x,,,,2022-10-31T03:11:52Z,Chance Hayden,"concert,music",concerts,,2022-12-08T00:00:00Z,2022-12-08T00:00:00Z,,America/Los_Angeles,0,US,45.5229988,-122.6399994,"{""geometry"": {""coordinates"": [-122.6399994, 45.5229988], ""type"": ""Point""}}",@5xc-jxm-6c5,,Fb62MiqcexHXvRFp9WBGQa,The Nines,"Portland, OR 97214
United States of America",locality,36,53,,200,active,,,,2022-10-16T02:29:19Z,"6295630>6255149>6252001>5744337>5742126>5736084,6295630>6255149>6252001>5744337>5742126>5746545",False,True
75CJrLd5dwzt2Yt6RH,,,,2022-10-31T02:58:14Z,Chance Hayden,"concert,music",concerts,,2022-12-15T00:00:00Z,2022-12-15T00:00:00Z,,America/Los_Angeles,0,US,45.5192664,-122.677912,"{""geometry"": {""coordinates"": [-122.677912, 45.5192664], ""type"": ""Point""}}",zzw-223@5xc-jv7-cnq,,B3ydELxYRbQRKFL6Zfgpvr,"The Nines, a Luxury Collection Hotel, Portland","525 Southwest Morrison Street
Portland, OR 97204
United States of America",locality,41,55,,336,active,,,,2022-10-16T02:35:49Z,6295630>6255149>6252001>5744337>5742126>5746545,False,True
BFPhYHSYPPEQsgBDK2,,,,2022-10-31T02:41:24Z,Chance Hayden,"concert,music",concerts,,2022-12-29T00:00:00Z,2022-12-29T00:00:00Z,,America/Los_Angeles,0,US,45.5229988,-122.6399994,"{""geometry"": {""coordinates"": [-122.6399994, 45.5229988], ""type"": ""Point""}}",@5xc-jxm-6c5,,Fb62MiqcexHXvRFp9WBGQa,The Nines,"Portland, OR 97214
United States of America",locality,36,53,,200,active,,,,2022-10-16T02:47:11Z,"6295630>6255149>6252001>5744337>5742126>5736084,6295630>6255149>6252001>5744337>5742126>5746545",False,True
4xLBzMfxss53qN4bWh,,,,2022-10-27T22:20:36Z,Gareth Emery,"concert,music",concerts,,2022-12-31T18:00:00Z,2022-12-31T18:00:00Z,,America/Los_Angeles,0,US,45.5205209,-122.663075,"{""geometry"": {""coordinates"": [-122.663075, 45.5205209], ""type"": ""Point""}}",227-222@5xc-jv7-gx5,,Tq6AbwbkgrPShyDmBTBd4k,45 East,"315 Southeast 3rd Avenue
Portland, OR 97214
United States of America",locality,35,52,,183,active,,,,2022-10-17T22:20:24Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
HmZ25NarkpQNNihgxc,,,,2022-11-08T12:26:03Z,Rubblebucket,"concert,music",concerts,,2023-02-09T04:00:00Z,2023-02-09T04:00:00Z,,America/Los_Angeles,0,US,45.5406738,-122.6634791,"{""geometry"": {""coordinates"": [-122.6634791, 45.5406738], ""type"": ""Point""}}",222-223@5xc-jtz-hwk,,eWFA8vPbXELBYTmF2BWL7P,Wonder Ballroom,"128 Northeast Russell Street
Portland, OR 97212
United States of America",locality,42,60,0,390,active,,,,2022-10-18T22:29:24Z,"6295630>6255149>6252001>5744337>5742126>5733129,6295630>6255149>6252001>5744337>5742126>5746545",False,True
4Fig77BHVbsmaGFnKr,,,,2022-10-28T22:29:49Z,"Gaytheist, Rhodoendron, and Common Girl","concert,music",concerts,,2022-12-18T03:00:00Z,2022-12-18T03:00:00Z,,America/Los_Angeles,0,US,45.5265582,-122.6489965,"{""geometry"": {""coordinates"": [-122.6489965, 45.5265582], ""type"": ""Point""}}",225-223@5xc-jv9-35z,,TqmPDunmAJP2XpD9SpLSak,McMenamins Mission Theatre,"1624 NW Glison
Portland, OR 97209
United States of America",locality,44,62,0,480,active,,,,2022-10-18T22:29:28Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
HSvVhcH8uF2MNxympT,,,,2022-10-31T03:09:29Z,"Portland Gay Men's Chorus Presents: ""It's Complicated""","concert,music",concerts,Portland Gay Men's Chorus Presents... It's Complicated: A Cascade Concert,2023-02-12T04:00:00Z,2023-02-12T06:00:00Z,,America/Los_Angeles,7200,US,45.5588921,-122.6638668,"{""geometry"": {""coordinates"": [-122.6638668, 45.5588921], ""type"": ""Point""}}",22k-225@5xc-jv6-3wk,,39vRAdRDydcBhFnQuhjmDsU,Alberta Abbey,"126 Northeast Alberta Street
Portland, OR 97211
United States of America",locality,34,52,,161,active,,,,2022-10-19T15:32:47Z,"6295630>6255149>6252001>5744337>5742126>5745705,6295630>6255149>6252001>5744337>5742126>5746545",False,False
xa4CcBtfT9xNchTU9j,,,,2022-10-31T02:34:44Z,STICK MEN,"concert,music",concerts,"STICK MEN featuring members of King Crimson TONY LEVIN and PAT MASTELOTTO, with MARKUS REUTER",2023-02-08T02:30:00Z,2023-02-08T02:30:00Z,,America/Los_Angeles,0,US,45.5588921,-122.6638668,"{""geometry"": {""coordinates"": [-122.6638668, 45.5588921], ""type"": ""Point""}}",22k-225@5xc-jv6-3wk,,39vRAdRDydcBhFnQuhjmDsU,Alberta Abbey,"126 Northeast Alberta Street
Portland, OR 97211
United States of America",locality,34,52,,161,active,,,,2022-10-19T15:55:54Z,"6295630>6255149>6252001>5744337>5742126>5745705,6295630>6255149>6252001>5744337>5742126>5746545",False,True
GaG9ncWsreutrtW8ee,,,,2022-10-20T18:19:43Z,Bailey Zimmerman,"concert,music",concerts,,2022-12-09T04:00:00Z,2022-12-09T04:00:00Z,,America/Los_Angeles,0,US,45.5265582,-122.6489965,"{""geometry"": {""coordinates"": [-122.6489965, 45.5265582], ""type"": ""Point""}}",225-223@5xc-jv9-35z,,TqmPDunmAJP2XpD9SpLSak,McMenamins Mission Theatre,"1624 NW Glison
Portland, OR 97209
United States of America",locality,44,62,0,480,active,,,,2022-10-19T18:09:29Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
6qwTfH3uiQqhmGCoZx,,,,2022-10-20T13:54:58Z,NCAA Division I (W) - Portland State vs Eastern Washington,"basketball,sport",sports,,2023-01-06T02:00:00Z,2023-01-06T02:00:00Z,2023-01-06T03:35:00Z,America/Los_Angeles,0,US,45.5108772,-122.6863165,"{""geometry"": {""coordinates"": [-122.6863165, 45.5108772], ""type"": ""Point""}}",@5xc-jwv-snq,,vNV4ZcrSnkaZGtFZhRUGdJ,Viking Pavilion at the Peter W. Stott Center,"930 Southwest Hall Street
Portland, OR 97201
United States of America",locality,34,51,0,162,active,,,,2022-10-20T13:53:08Z,"6295630>6255149>6252001>5744337>5742126>5739133,6295630>6255149>6252001>5744337>5742126>5746545",False,True
6qWPQRcaErZ7JEDeCD,,,,2022-10-30T22:24:12Z,Kai Wachi,"concert,music",concerts,,2022-12-01T16:00:00Z,2022-12-01T16:00:00Z,,America/Los_Angeles,0,US,45.5205209,-122.663075,"{""geometry"": {""coordinates"": [-122.663075, 45.5205209], ""type"": ""Point""}}",227-222@5xc-jv7-gx5,,Tq6AbwbkgrPShyDmBTBd4k,45 East,"315 Southeast 3rd Avenue
Portland, OR 97214
United States of America",locality,35,52,,183,active,,,,2022-10-20T22:23:53Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
7PujzfGNmnsNKMwzBw,,,,2022-11-12T00:35:06Z,Corey Kent,"concert,music",concerts,,2023-01-22T05:00:00Z,2023-01-22T05:00:00Z,,America/Los_Angeles,0,US,45.5973192,-122.6686751,"{""geometry"": {""coordinates"": [-122.6686751, 45.5973192], ""type"": ""Point""}}",222-224@5xc-jwj-975,,32dDW2TPNbELwMkMnfFdSf7,Ponderosa Lounge,"10350 North Vancouver Way
Portland, OR 97217
United States of America",locality,43,64,0,422,active,,,,2022-10-21T22:32:59Z,"6295630>6255149>6252001>5744337>5742126>5726193,6295630>6255149>6252001>5744337>5742126>5746545",False,True
tUiF9EoWhy8nnvZmo2,,,,2022-10-23T02:22:09Z,The AM (Acoustic Minds),"concert,music",concerts,,2022-12-18T03:00:00Z,2022-12-18T03:00:00Z,,America/Los_Angeles,0,US,45.52087,-122.68246,"{""geometry"": {""coordinates"": [-122.68246, 45.52087], ""type"": ""Point""}}",zzw-223@5xc-jv7-cyv,,36UuhE9TpiFBM559Aju8qY4,Domaine Serene Wine Lounge at Sentinel,"1038 SW Alder St
Portland, OR 97205
United States of America",locality,40,53,,308,active,,,,2022-10-23T02:19:15Z,6295630>6255149>6252001>5744337>5742126>5746545,False,True
DSwUtKAXHjC6MAZGqM,,,,2022-11-11T01:46:15Z,Eric Rachmany Acoustic Tour,"concert,music",concerts,,2022-12-14T04:00:00Z,2022-12-14T04:00:00Z,,America/Los_Angeles,0,US,45.5226309,-122.6569033,"{""geometry"": {""coordinates"": [-122.6569033, 45.5226309], ""type"": ""Point""}}",228-223@5xc-jv7-hbk,,SKPCufCKqzGVsQTV6kYgwV,Doug Fir Lounge,"830 East Burnside Street
Portland, OR 97214
United States of America",locality,35,52,0,173,active,,,,2022-10-23T08:30:28Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
ESNACWvjXYfJKwjtik,,,,2022-10-23T09:30:23Z,"Andrew Rivers in Portland, OR","concert,entertainment,music,performing-arts",performing-arts,"Comedian Andrew Rivers in Portland, Oregon. One Night Only at Bossanova Ballroom.",2022-12-18T04:00:00Z,2022-12-18T06:00:00Z,,America/Los_Angeles,7200,US,45.5226796,-122.6582976,"{""geometry"": {""coordinates"": [-122.6582976, 45.5226796], ""type"": ""Point""}}",226-223@5xc-jv7-jd9,,,,,locality,37,54,,220,active,,,,2022-10-23T09:30:08Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
BWJSTvxFtTrs8NKbTR,,,,2022-10-25T18:26:20Z,Fishbone,"concert,music",concerts,,2022-12-12T03:00:00Z,2022-12-12T03:00:00Z,,America/Los_Angeles,0,US,45.5227415,-122.6580938,"{""geometry"": {""coordinates"": [-122.6580938, 45.5227415], ""type"": ""Point""}}",226-223@5xc-jv7-jd9,,3tV84zRhzx3uh9Jm8Yx4XB,The Bossanova Ballroom,"722 East Burnside Street
Portland, OR 97214
United States of America",locality,38,55,0,238,active,,,,2022-10-23T18:18:10Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
7CNjTuzv7j94sanbar,,,,2022-11-14T00:30:17Z,awfultune,"concert,music",concerts,,2023-02-10T04:00:00Z,2023-02-10T04:00:00Z,,America/Los_Angeles,0,US,45.5226309,-122.6569033,"{""geometry"": {""coordinates"": [-122.6569033, 45.5226309], ""type"": ""Point""}}",228-223@5xc-jv7-hbk,,SKPCufCKqzGVsQTV6kYgwV,Doug Fir Lounge,"830 East Burnside Street
Portland, OR 97214
United States of America",locality,38,56,0,261,active,,,,2022-10-24T09:43:22Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
8tE9EgtwGtXfYNKa4U,,,,2022-11-08T00:29:29Z,Ural Thomas & The Pain + Hillstomp,"concert,music",concerts,,2022-12-31T05:00:00Z,2022-12-31T05:00:00Z,,America/Los_Angeles,0,US,45.5226309,-122.6569033,"{""geometry"": {""coordinates"": [-122.6569033, 45.5226309], ""type"": ""Point""}}",228-223@5xc-jv7-hbk,,SKPCufCKqzGVsQTV6kYgwV,Doug Fir Lounge,"830 East Burnside Street
Portland, OR 97214
United States of America",locality,38,56,0,262,active,,,,2022-10-24T11:05:40Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
